index,sentence index,reviewText,overall,productID,positive rationale,negative rationale,positive rationale encoded,negative rationale encoded
70,226,"I first read Mr. Hillerman in 1973 or so.  I enjoyed his wonderful blend of Navajo atmosphere and crime.
He has been straying.  As he gets off the rez, his books lose their impetus.  This book is a great example.  Very little to do with Navajo interaction with the larger culture.  A lot to do with a pretty silly plot.  At many points in the book, I found myself re-reading it, trying to figure out how X happened, as it seems to have been edited very slackly as well.
Can't recommend this book, unfortunately.",1,2005263,"I first read Mr. Hillerman in 1973 or so.  I \ enjoyed \ his \ wonderful \ blend of Navajo atmosphere and crime.
He has been straying.  As he gets off the rez, his books lose their impetus.  This book is a \ great \ example.  Very little to do with Navajo interaction with the larger culture.  A lot to do with a pretty silly plot.  At many points in the book, I found myself re-reading it, trying to figure out how X happened, as it seems to have been edited very slackly as well.
Can't recommend this book, unfortunately.","I first read Mr. Hillerman in 1973 or so.  I enjoyed his wonderful blend of Navajo atmosphere and crime.
He has been \ straying \ .  As he gets off the rez, his books \ lose \ their impetus.  This book is a great example.  \ Very little \ to do with Navajo interaction with the larger culture.  A lot to do with a pretty \ silly \ plot.  At many points in the book, I found myself re-reading it, trying to figure out how X happened, as it seems to have been edited \ very slackly \ as well.
\ Can't recommend \ this book, \ unfortunately \ .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0]"
71,236,"Tony Hillerman falls off his stride when he attempt to plot a story around high-falutin' eastern types.  But how can any story that features Joe Leaphorn and his magical maps--even if only tangentially--fail to enchant a listener?  The final compilation is not Hillerman's best, but it is still a whole lot better than a whole lot else out there.  The audio version is wonderfully read by Geroge Guidall.",3,2005263,"Tony Hillerman falls off his stride when he attempt to plot a story around high-falutin' eastern types.  But how can any story that features Joe Leaphorn and his magical maps--even if only tangentially--fail to enchant a listener?  The final compilation is not Hillerman's \ best \ , but it is still a whole lot \ better \ than a whole lot else out there.  The audio version is \ wonderfully \ read by Geroge Guidall.","Tony Hillerman \ falls \ off his stride when he attempt to plot a story around high-falutin' eastern types.  But how can any story that features Joe Leaphorn and his magical maps--even if only tangentially-- \ fail \ to enchant a listener?  The final compilation is \ not \ Hillerman's best, but it is still a whole lot better than a whole lot else out there.  The audio version is wonderfully read by Geroge Guidall.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
72,237,"I eagerly await each new Hillerman book spotlighting the compelling duo of Native American lawmen Leaphorn and Chee. The author has defined these two in a low-key, nicely detailed manner that makes them compelling and comfortable, story after story. Why, oh why does Hillerman keep his appealing heroes offstage for so long in this latest outing? He continually cuts away from the good guys to focus on the bad guys, who are uninteresting and mundane.
I've devoured every Leaphorn/Chee mystery, and am sad to report that this is by far the weakest. But onward and upward, Mr. Hillerman. Bring on some more.",3,2005263,"I \ eagerly \ await each new Hillerman book spotlighting the compelling duo of Native American lawmen Leaphorn and Chee. The author has defined these two in a low-key, \ nicely \ detailed manner that makes them \ compelling \ and \ comfortable \ , story after story. Why, oh why does Hillerman keep his \ appealing \ heroes offstage for so long in this latest outing? He continually cuts away from the \ good \ guys to focus on the bad guys, who are uninteresting and mundane.
I've \ devoured \ every Leaphorn/Chee mystery, and am sad to report that this is by far the weakest. But \ onward \ and \ upward \ , Mr. Hillerman. Bring on some more.","I eagerly await each new Hillerman book spotlighting the compelling duo of Native American lawmen Leaphorn and Chee. The author has defined these two in a low-key, nicely detailed manner that makes them compelling and comfortable, story after story. Why, oh why does Hillerman keep his appealing heroes offstage for so long in this latest outing? He continually cuts away from the good guys to focus on the \ bad \ guys, who are \ uninteresting \ and \ mundane \ .
I've devoured every Leaphorn/Chee mystery, and am \ sad \ to report that this is by far the \ weakest \ . But onward and upward, Mr. Hillerman. Bring on some more.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
73,239,"The acknowledgements at the beginning of this book tell the reader why this book was written. Mr. Hillerman mentions ""the Department of the Interior's efforts to explain what has happened to $176,000,000 (billions!!!) of Indian oil, gas, coal, timber, etc-royalties which it can't seem to account for.""
In reading this book, it seemed as if Mr. Hillerman's outrage over this little publicized situation and his effort to call attention to it, led him to give less attention to his usual complexity of character and setting.
This book was perfect for airplane reading and may lead me to learn more about the missing royalities. It may also lead me to read ""Seldom Disappointed"" to learn more about Tony Hillerman and what makes him tick.",3,2005263,"The acknowledgements at the beginning of this book tell the reader why this book was written. Mr. Hillerman mentions ""the Department of the Interior's efforts to explain what has happened to $176,000,000 (billions!!!) of Indian oil, gas, coal, timber, etc-royalties which it can't seem to account for.""
In reading this book, it seemed as if Mr. Hillerman's outrage over this little publicized situation and his effort to call attention to it, led him to give less attention to his usual complexity of character and setting.
This book was \ perfect \ for airplane reading and may \ lead \ me to learn more about the missing royalities. It may also \ lead \ me to read ""Seldom Disappointed"" to learn more about Tony Hillerman and what makes him tick.","The acknowledgements at the beginning of this book tell the reader why this book was written. Mr. Hillerman mentions ""the Department of the Interior's efforts to explain what has happened to $176,000,000 (billions!!!) of Indian oil, gas, coal, timber, etc-royalties which it can't seem to account for.""
In reading this book, it seemed as if Mr. Hillerman's outrage over this little publicized situation and his effort to call attention to it, led him to give \ less \ attention to his usual complexity of character and setting.
This book was perfect for airplane reading and may lead me to learn more about the missing royalities. It may also lead me to read ""Seldom Disappointed"" to learn more about Tony Hillerman and what makes him tick.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
74,245,"I share the sentiments of my fellow reviewers - this was contrived, shallow and a total let-down.  It was as if Mr. Hillerman hired out the writing.  I am a total fan, and eagerly awaited the book.  Now I will eagerly await the next one.  I am always an optimist.",1,2005263,"I share the sentiments of my fellow reviewers - this was contrived, shallow and a total let-down.  It was as if Mr. Hillerman hired out the writing.  I am a \ total fan \ , and \ eagerly \ awaited the book.  Now I will \ eagerly \ await the next one.  I am always an optimist.","I share the sentiments of my fellow reviewers - this was \ contrived \ , \ shallow \ and a total \ let-down \ .  It was as if Mr. Hillerman hired out the writing.  I am a total fan, and eagerly awaited the book.  Now I will eagerly await the next one.  I am always an optimist.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
75,246,"I, like many Hillerman fans, waited anxiously for Sinister Pig.  Unfortunately, when it arrived I was disappointed.  The story has  potential, but fails to reach it.  It's like Hillerman was told write your story using only X number of words, then you're done regardless of whether the story is filled out and completed or not.  Is this the end of Chee and Leaphorn??",3,2005263,"I, like many Hillerman fans, \ waited anxiously \ for Sinister Pig.  Unfortunately, when it arrived I was disappointed.  The story has  potential, but fails to reach it.  It's like Hillerman was told write your story using only X number of words, then you're done regardless of whether the story is filled out and completed or not.  Is this the end of Chee and Leaphorn??","I, like many Hillerman fans, waited anxiously for Sinister Pig.  \ Unfortunately \ , when it arrived I was \ disappointed \ .  The story has  potential, but \ fails \ to reach it.  It's like Hillerman was told write your story using \ only \ X number of words, then you're done regardless of whether the story is filled out and completed or not.  Is this the \ end \ of Chee and Leaphorn??","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
76,252,"The reading of this book became a real chore....I found myself reading just to be reading, but not really enjoying. The beginning of the book was confusing, boring and not very well written.  The pace did seem to pick up when there was more of Chee/Leaphorn. The last 9-10 chapters, which were good, sort of balanced out the first 17-18 which were mediocre, hence the 3 star rating instead of 1 star.  And, while I'm crabbing, I want to address the fairly recent practice of putting out 200 page books for $....  I'm beginning to read some of the lesser known authors with ""hefty"" books so that I feel that I am getting my ""money's worth"".",3,2005263,"The reading of this book became a real chore....I found myself reading just to be reading, but not really enjoying. The beginning of the book was confusing, boring and not very well written.  The pace did seem to pick up when there was more of Chee/Leaphorn. The last 9-10 chapters, which were \ good \ , sort of \ balanced \ out the first 17-18 which were mediocre, hence the 3 star rating instead of 1 star.  And, while I'm crabbing, I want to address the fairly recent practice of putting out 200 page books for $....  I'm beginning to read some of the lesser known authors with \ ""hefty"" \ books so that I feel that I am getting my \ ""money's worth"" \ .","The reading of this book became a real \ chore\ ....I found myself reading just to be reading, but \ not really enjoying \ . The beginning of the book was \ confusing \ , \ boring \ and \ not very well \ written.  The pace did seem to pick up when there was more of Chee/Leaphorn. The last 9-10 chapters, which were good, sort of balanced out the first 17-18 which were \ mediocre \ , hence the 3 star rating instead of 1 star.  And, while I'm crabbing, I want to address the fairly recent practice of putting out 200 page books for $....  I'm beginning to read some of the lesser known authors with ""hefty"" books so that I feel that I am getting my ""money's worth"".","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
77,255,"It almost seems as if Hillerman is trying rush the Leaphorn/Chee serial to a happy ending for his readers so he can quit writing them.  In true Hillerman form, the plot had great potential rooted in current events, but came up shallow.  For me it was reminiscent of some of Hillerman's work in the 80s when he seemed obsessed with the professional killer who was in turn obsessed with his parents (which isn't necessarily bad, it worked very well in ""People of Darkness"").  There are some twists and surprises, but not enough to save it.  Even a bad Hillerman Leaphorn/Chee story is a good read for me, but I was spoiled by ""Sacred Clowns"" and ""Hunting Badger""!!",3,2005263,"It almost seems as if Hillerman is trying rush the Leaphorn/Chee serial to a \ happy \ ending for his readers so he can quit writing them.  In true Hillerman form, the plot had \ great \ potential rooted in current events, but came up shallow.  For me it was reminiscent of some of Hillerman's work in the 80s when he seemed obsessed with the professional killer who was in turn obsessed with his parents (which \ isn't \ necessarily bad, it worked \ very well \ in ""People of Darkness"").  There are some \ twists \ and \ surprises \ , but not enough to save it.  Even a bad Hillerman Leaphorn/Chee story is a \ good \ read for me, but I was spoiled by ""Sacred Clowns"" and ""Hunting Badger""!!","It almost seems as if Hillerman is trying rush the Leaphorn/Chee serial to a happy ending for his readers so he can \ quit \ writing them.  In true Hillerman form, the plot had great potential rooted in current events, \ but \ came up \ shallow \ .  For me it was reminiscent of some of Hillerman's work in the 80s when he seemed obsessed with the professional killer who was in turn obsessed with his parents (which isn't necessarily \ bad \ , it worked very well in ""People of Darkness"").  There are some twists and surprises, \ but not enough \ to save it.  Even a \ bad \ Hillerman Leaphorn/Chee story is a good read for me, \ but \ I was \ spoiled \ by ""Sacred Clowns"" and ""Hunting Badger""!!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
78,328,"The story I remember had a train that struggled up the mountain but through perseverance and determination, finally made it.  This story is about some toys whose train broke down and ask other trains to help them, but most other trains do not because they don't pull lowly toys.  This story sucks.",1,1384198,"The story I remember had a train that struggled up the mountain but through perseverance and determination, finally made it.  This story is about some toys whose train broke down and ask other trains to help them, but most other trains do not because they don't pull lowly toys.  This story sucks.","The story I remember had a train that struggled up the mountain but through perseverance and determination, finally made it.  This story is about some toys whose train broke down and ask other trains to help them, but most other trains do not because they don't pull lowly toys.  This story \ sucks \ .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
79,340,Way way way smaller than I expected. It's like a tiny book that came out of a cereal box as a prize,1,1384198,Way way way smaller than I expected. It's like a tiny book that came out of a cereal box as a prize,\ Way way way smaller \ than I expected. It's like a \ tiny \ book that came out of a cereal box as a prize,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
80,341,I bought this for a 5 year old boy who LOVES trains and I could just seen him wanting this read over and over again!,1,1384198,I bought this for a 5 year old boy who \ LOVES \ trains and I could just seen him \ wanting \ this read over and over again!,I bought this for a 5 year old boy who LOVES trains and I could just seen him wanting this read over and over again!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
81,356,"It had tears, some label covering a defect and also wrinkled pages.",1,1384198,"It had tears, some label covering a defect and also wrinkled pages.","It had \ tears \ , some label covering a \ defect \ and also \ wrinkled \ pages.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
82,359,It was ok. I had the original board book one and my son loved it. I had to replace it from all the wear of it being used. This one just seems like they cut out all the good stuff. Doesn't really feel like a story as much anymore. I hate saying that because I know there's always out there complaining when they revamp or edit a story. This time I think the editing cut down to much of the stories main theme.,2,1384198,It was \ ok \ . I had the original board book one and my son \ loved \ it. I had to replace it from all the wear of it being used. This one just seems like they cut out all the \ good \ stuff. Doesn't really feel like a story as much anymore. I hate saying that because I know there's always out there complaining when they revamp or edit a story. This time I think the editing cut down to much of the stories main theme.,It was ok. I had the original board book one and my son loved it. I had to replace it from all the \ wear \ of it being used. This one just seems like they \ cut out \ all the good stuff. \ Doesn't \ really feel like a story as much anymore. I \ hate \ saying that because I know there's always out there complaining when they revamp or edit a story. This time I think the editing \ cut down \ to much of the stories main theme.,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
